simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,throttle_k_norm,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps,steering_k1_rad,throttle_k1_norm
2.68,2.706,2681.0,2707.0,26.0,0.0259999999999998,-0.1733,1.6865,1.3932181574221043,0.53,0.3336,-6.9323,0.0,-0.1788,1.7017,1.393064390482818,0.4945,0.3088,-6.644,0.0,0.0
2.706,2.73100019,2707.0,2732.0,25.0,0.02500019000000009,-0.1788,1.7017,1.393064390482818,0.4945,0.3088,-6.644,0.0,-0.1789,1.724,1.399731700744221,0.478,0.2789,6.6128,0.0,0.0
2.73100019,2.756,2732.0,2757.0,25.0,0.024999809999999734,-0.1789,1.724,1.399731700744221,0.478,0.2789,6.6128,0.0,-0.1792,1.7744,1.3934731987201223,0.6704,0.2736,-5.0187,0.0,0.0
2.756,2.78100014,2757.0,2782.0,25.0,0.025000140000000393,-0.1792,1.7744,1.3934731987201223,0.6704,0.2736,-5.0187,0.0,-0.18,1.7941,1.3988773310820766,0.6903,0.2627,6.9681,0.0,0.0
2.78100014,2.80600023,2782.0,2807.0,25.0,0.02500008999999981,-0.18,1.7941,1.3988773310820766,0.6903,0.2627,6.9681,0.0,-0.1886,1.8028,1.3918638640121381,0.6238,0.2655,-6.9713,0.0,0.0
2.80600023,2.83000016,2807.0,2831.0,24.0,0.023999930000000003,-0.1886,1.8028,1.3918638640121381,0.6238,0.2655,-6.9713,0.0,-0.193,1.8122,1.3913964324500068,0.5134,0.2608,-6.8597,0.0,0.0
2.83000016,2.855,2831.0,2856.0,25.0,0.024999839999999995,-0.193,1.8122,1.3913964324500068,0.5134,0.2608,-6.8597,0.0,-0.1817,1.8722,1.3891335711524722,0.3316,0.2585,5.0181,0.0,0.0
2.855,2.88,2856.0,2881.0,25.0,0.02499999999999991,-0.1817,1.8722,1.3891335711524722,0.3316,0.2585,5.0181,0.0,-0.1653,1.9768,1.379089336716989,-0.0075,0.2719,-0.0164,0.0,0.0
2.88,2.90500021,2881.0,2906.0,25.0,0.025000209999999967,-0.1653,1.9768,1.379089336716989,-0.0075,0.2719,-0.0164,0.0,-0.1421,2.0615,1.3499981332164488,-0.3594,0.2718,-3.1208,0.0,0.0
2.90500021,2.93100023,2906.0,2932.0,26.0,0.026000020000000124,-0.1421,2.0615,1.3499981332164488,-0.3594,0.2718,-3.1208,0.0,-0.0352,1.994,1.189003443822605,-0.3677,0.1586,-3.6941,0.0,0.0
2.93100023,2.95500016,2932.0,2956.0,24.0,0.023999930000000003,-0.0352,1.994,1.189003443822605,-0.3677,0.1586,-3.6941,0.0,0.0547,1.9039,1.0352951044067442,-0.3634,0.0507,-6.0579,0.0,0.0
2.95500016,2.98000026,2956.0,2981.0,25.0,0.02500010000000019,0.0547,1.9039,1.0352951044067442,-0.3634,0.0507,-6.0579,0.0,0.1363,1.8052,0.8742738771724663,-0.2917,-0.0555,-6.5081,0.0,0.0
2.98000026,3.005,2981.0,3006.0,25.0,0.024999739999999715,0.1363,1.8052,0.8742738771724663,-0.2917,-0.0555,-6.5081,0.0,0.2086,1.6964,0.7126814303240825,-0.2049,-0.1191,-5.05,0.0,0.0
3.005,3.03000021,3006.0,3031.0,25.0,0.025000209999999967,0.2086,1.6964,0.7126814303240825,-0.2049,-0.1191,-5.05,0.0,0.2528,1.5911,0.5591310358649846,-0.1329,-0.1652,-6.8356,0.0,0.0
3.03000021,3.055,3031.0,3056.0,25.0,0.0249997900000003,0.2528,1.5911,0.5591310358649846,-0.1329,-0.1652,-6.8356,0.0,0.2801,1.4822,0.40791977113109645,-0.0618,-0.1867,-3.9294,0.0,0.0
3.055,3.07900023,3056.0,3080.0,24.0,0.024000229999999956,0.2801,1.4822,0.40791977113109645,-0.0618,-0.1867,-3.9294,0.0,0.2819,1.4023,0.3171590693281141,0.0182,-0.1838,0.4572,0.0,0.0
3.07900023,3.10600019,3080.0,3107.0,27.0,0.026999959999999934,0.2819,1.4023,0.3171590693281141,0.0182,-0.1838,0.4572,0.0,0.2744,1.3971,0.3178051415274461,0.0728,-0.1697,-6.9039,0.0,0.0
3.10600019,3.131,3107.0,3132.0,25.0,0.024999809999999734,0.2744,1.3971,0.3178051415274461,0.0728,-0.1697,-6.9039,0.0,0.2805,1.3913,0.3249276420619953,0.1141,-0.171,6.9215,0.0,0.0
3.131,3.15500021,3132.0,3156.0,24.0,0.024000210000000077,0.2805,1.3913,0.3249276420619953,0.1141,-0.171,6.9215,0.0,0.288,1.3893,0.3249617039685475,0.1611,-0.1698,6.9278,0.0,0.0
3.15500021,3.18,3156.0,3181.0,25.0,0.0249997900000003,0.288,1.3893,0.3249617039685475,0.1611,-0.1698,6.9278,0.0,0.2972,1.3907,0.3181602576793945,0.2182,-0.1656,-6.9269,0.0,0.0
3.18,3.20500016,3181.0,3206.0,25.0,0.025000159999999827,0.2972,1.3907,0.3181602576793945,0.2182,-0.1656,-6.9269,0.0,0.3093,1.3877,0.32520868099973255,0.2752,-0.168,6.9365,0.0,0.0
3.20500016,3.23000026,3206.0,3231.0,25.0,0.02500010000000019,0.3093,1.3877,0.32520868099973255,0.2752,-0.168,6.9365,0.0,0.3213,1.3905,0.318214312073835,0.3226,-0.1171,-6.9424,0.0,0.0
3.23000026,3.255,3231.0,3256.0,25.0,0.024999739999999715,0.3213,1.3905,0.318214312073835,0.3226,-0.1171,-6.9424,0.0,0.3421,1.3922,0.32471523085351706,0.3863,-0.0028,6.8979,0.0,0.0
3.255,3.28000021,3256.0,3281.0,25.0,0.025000209999999967,0.3421,1.3922,0.32471523085351706,0.3863,-0.0028,6.8979,0.0,0.3528,1.3917,0.317153471952214,0.5043,0.0813,-6.9367,0.0,0.0
3.28000021,3.305,3281.0,3306.0,25.0,0.0249997900000003,0.3528,1.3917,0.317153471952214,0.5043,0.0813,-6.9367,0.0,0.3537,1.3918,0.3242058778703192,0.571,0.0818,6.9463,0.0,0.0
3.305,3.33000016,3306.0,3331.0,25.0,0.025000159999999827,0.3537,1.3918,0.3242058778703192,0.571,0.0818,6.9463,0.0,0.3591,1.3985,0.3171240806993536,0.5767,0.0888,-6.9609,0.0,0.0
3.33000016,3.35500026,3331.0,3356.0,25.0,0.02500010000000019,0.3591,1.3985,0.3171240806993536,0.5767,0.0888,-6.9609,0.0,0.37,1.4019,0.3240893664392006,0.5674,0.0955,6.964,0.0,0.0
3.35500026,3.38,3356.0,3381.0,25.0,0.024999739999999715,0.37,1.4019,0.3240893664392006,0.5674,0.0955,6.964,0.0,0.3811,1.4113,0.3171033438683093,0.5444,0.105,-6.962,0.0,0.0
3.38,3.40500021,3381.0,3406.0,25.0,0.025000209999999967,0.3811,1.4113,0.3171033438683093,0.5444,0.105,-6.962,0.0,0.3928,1.4151,0.32424650399862287,0.5619,0.1092,6.9654,0.0,0.0
3.40500021,3.43,3406.0,3431.0,25.0,0.0249997900000003,0.3928,1.4151,0.32424650399862287,0.5619,0.1092,6.9654,0.0,0.4035,1.4249,0.31729088541862804,0.5892,0.1139,-6.9659,0.0,0.0
3.43,3.45500016,3431.0,3456.0,25.0,0.025000159999999827,0.4035,1.4249,0.31729088541862804,0.5892,0.1139,-6.9659,0.0,0.4164,1.4287,0.324243111450798,0.598,0.0811,6.9663,0.0,0.0
3.45500016,3.479,3456.0,3480.0,24.0,0.023999840000000106,0.4164,1.4287,0.324243111450798,0.598,0.0811,6.9663,0.0,0.4284,1.4349,0.324243111450798,0.6206,0.0842,6.9676,0.0,0.0
3.479,3.50600028,3480.0,3507.0,27.0,0.027000279999999766,0.4284,1.4349,0.324243111450798,0.6206,0.0842,6.9676,0.0,0.4416,1.4449,0.31729088541862804,0.6469,0.0994,-6.963,0.0,0.0
3.50600028,3.53000021,3507.0,3531.0,24.0,0.023999930000000003,0.4416,1.4449,0.31729088541862804,0.6469,0.0994,-6.963,0.0,0.4539,1.4513,0.317297714307732,0.637,0.0887,-6.965,0.0,0.0
3.53000021,3.555,3531.0,3556.0,25.0,0.0249997900000003,0.4539,1.4513,0.317297714307732,0.637,0.0887,-6.965,0.0,0.4669,1.4551,0.32424285547369225,0.611,0.1074,6.9673,0.0,0.0
3.555,3.58000016,3556.0,3581.0,25.0,0.025000159999999827,0.4669,1.4551,0.32424285547369225,0.611,0.1074,6.9673,0.0,0.4781,1.4653,0.31725852029164825,0.6007,0.1469,-6.9657,0.0,0.0
3.58000016,3.60500026,3581.0,3606.0,25.0,0.02500010000000019,0.4781,1.4653,0.31725852029164825,0.6007,0.1469,-6.9657,0.0,0.4906,1.4708,0.32422653486263364,0.5932,0.18,6.9675,0.0,0.0
3.60500026,3.63,3606.0,3631.0,25.0,0.024999739999999715,0.4906,1.4708,0.32422653486263364,0.5932,0.18,6.9675,0.0,0.501,1.4828,0.31744117411928974,0.5791,0.2223,-6.9666,0.0,0.0
3.63,3.65400028,3631.0,3655.0,24.0,0.024000280000000096,0.501,1.4828,0.31744117411928974,0.5791,0.2223,-6.9666,0.0,0.5113,1.4925,0.3174272821160842,0.5666,0.2605,-6.9671,0.0,0.0
3.65400028,3.67900014,3655.0,3680.0,25.0,0.024999859999999874,0.5113,1.4925,0.3174272821160842,0.5666,0.2605,-6.9671,0.0,0.5224,1.5007,0.3243911819602556,0.5549,0.2954,6.9707,0.0,0.0
3.67900014,3.70400023,3680.0,3705.0,25.0,0.025000090000000252,0.5224,1.5007,0.3243911819602556,0.5549,0.2954,6.9707,0.0,0.5315,1.5153,0.31740682059653524,0.5402,0.3382,-6.968,0.0,0.0
3.70400023,3.73000026,3705.0,3731.0,26.0,0.026000030000000063,0.5315,1.5153,0.31740682059653524,0.5402,0.3382,-6.968,0.0,0.5411,1.5284,0.3175983929256283,0.5363,0.3704,-6.9678,0.0,0.0
3.73000026,3.75400019,3731.0,3755.0,24.0,0.023999930000000003,0.5411,1.5284,0.3175983929256283,0.5363,0.3704,-6.9678,0.0,0.5498,1.5409,0.3175986620221014,0.5289,0.3832,-6.9677,0.0,0.0
3.75400019,3.78100014,3755.0,3782.0,27.0,0.026999949999999995,0.5498,1.5409,0.3175986620221014,0.5289,0.3832,-6.9677,0.0,0.5599,1.5522,0.3247303656662397,0.5158,0.3815,6.9722,0.0,0.0
3.78100014,3.805,3782.0,3806.0,24.0,0.023999859999999984,0.5599,1.5522,0.3247303656662397,0.5158,0.3815,6.9722,0.0,0.5708,1.5654,0.3245374451056935,0.533,0.3695,6.9614,0.0,0.0
3.805,3.83000016,3806.0,3831.0,25.0,0.025000159999999827,0.5708,1.5654,0.3245374451056935,0.533,0.3695,6.9614,0.0,0.5832,1.5815,0.3174162936433933,0.5536,0.3346,-6.9711,0.0,0.0
3.83000016,3.854,3831.0,3855.0,24.0,0.023999840000000106,0.5832,1.5815,0.3174162936433933,0.5536,0.3346,-6.9711,0.0,0.5954,1.5939,0.3174410965823018,0.5711,0.3282,-6.9639,0.0,0.0
3.854,3.88,3855.0,3881.0,26.0,0.0259999999999998,0.5954,1.5939,0.3174410965823018,0.5711,0.3282,-6.9639,0.0,0.6055,1.6066,0.3174011323799917,0.5534,0.3377,-6.9643,0.0,0.0
3.88,3.90400028,3881.0,3905.0,24.0,0.024000280000000096,0.6055,1.6066,0.3174011323799917,0.5534,0.3377,-6.9643,0.0,0.6147,1.6182,0.31740265641041887,0.5303,0.3366,-6.968,0.0,0.0
3.90400028,3.93000031,3905.0,3931.0,26.0,0.026000030000000063,0.6147,1.6182,0.31740265641041887,0.5303,0.3366,-6.968,0.0,0.6241,1.6306,0.3176010087099943,0.5134,0.3469,-6.9655,0.0,0.0
3.93000031,3.95400023,3931.0,3955.0,24.0,0.023999920000000063,0.6241,1.6306,0.3176010087099943,0.5134,0.3469,-6.9655,0.0,0.6332,1.6425,0.3175983929256283,0.5252,0.358,-6.973,0.0,0.0
3.95400023,3.97800016,3955.0,3979.0,24.0,0.023999930000000003,0.6332,1.6425,0.3175983929256283,0.5252,0.358,-6.973,0.0,0.6428,1.6548,0.3175983929256283,0.5362,0.3672,-6.9725,0.0,0.0
3.97800016,4.004,3979.0,4005.0,26.0,0.02599983999999944,0.6428,1.6548,0.3175983929256283,0.5362,0.3672,-6.9725,0.0,0.6535,1.6683,0.3175983929256283,0.546,0.3643,-6.9702,0.0,0.0
4.004,4.02900028,4005.0,4030.0,25.0,0.02500028000000043,0.6535,1.6683,0.3175983929256283,0.546,0.3643,-6.9702,0.0,0.6648,1.6784,0.32454476923851816,0.5575,0.3508,6.9677,0.0,0.0
4.02900028,4.05400038,4030.0,4055.0,25.0,0.025000099999999748,0.6648,1.6784,0.32454476923851816,0.5575,0.3508,6.9677,0.0,0.6748,1.694,0.3176010087099943,0.5598,0.3561,-6.9685,0.0,0.0
4.05400038,4.0800004,4055.0,4081.0,26.0,0.026000020000000568,0.6748,1.694,0.3176010087099943,0.5598,0.3561,-6.9685,0.0,0.6856,1.7074,0.31760775307374356,0.562,0.3646,-6.9673,0.0,0.0
4.0800004,4.105,4081.0,4106.0,25.0,0.02499960000000012,0.6856,1.7074,0.31760775307374356,0.562,0.3646,-6.9673,0.0,0.6969,1.7177,0.32454329154622164,0.5733,0.3746,6.9693,0.0,0.0
4.105,4.129,4106.0,4130.0,24.0,0.023999999999999133,0.6969,1.7177,0.32454329154622164,0.5733,0.3746,6.9693,0.0,0.7069,1.7306,0.32454182028705514,0.5792,0.3773,6.9696,0.0,0.0
4.129,4.15300035,4130.0,4154.0,24.0,0.02400035000000056,0.7069,1.7306,0.32454182028705514,0.5792,0.3773,6.9696,0.0,0.7167,1.7437,0.32454819573742455,0.5763,0.3899,6.9714,0.0,0.0
4.15300035,4.18000031,4154.0,4181.0,27.0,0.02699995999999949,0.7167,1.7437,0.32454819573742455,0.5763,0.3899,6.9714,0.0,0.7269,1.7615,0.31761048598092323,0.5691,0.4047,-6.9667,0.0,0.0
4.18000031,4.20600033,4181.0,4207.0,26.0,0.026000020000000568,0.7269,1.7615,0.31761048598092323,0.5691,0.4047,-6.9667,0.0,0.7374,1.7762,0.3176091806869943,0.5763,0.4062,-6.9714,0.0,0.0
4.20600033,4.23100042,4207.0,4232.0,25.0,0.02500008999999981,0.7374,1.7762,0.3176091806869943,0.5763,0.4062,-6.9714,0.0,0.7485,1.7873,0.3245515657463649,0.5735,0.3942,6.9709,0.0,0.0
4.23100042,4.254,4232.0,4255.0,23.0,0.022999579999999575,0.7485,1.7873,0.3245515657463649,0.5735,0.3942,6.9709,0.0,0.7567,1.8029,0.317581458225622,0.5668,0.4103,-6.9734,0.0,0.0
4.254,4.27800035,4255.0,4279.0,24.0,0.02400035000000056,0.7567,1.8029,0.317581458225622,0.5668,0.4103,-6.9734,0.0,0.7662,1.8165,0.3175866901521083,0.5647,0.4206,-6.9673,0.0,0.0
4.27800035,4.30400038,4279.0,4305.0,26.0,0.02600002999999962,0.7662,1.8165,0.3175866901521083,0.5647,0.4206,-6.9673,0.0,0.7769,1.8314,0.3175866901521083,0.5668,0.415,-6.9708,0.0,0.0
4.30400038,4.3300004,4305.0,4331.0,26.0,0.026000020000000568,0.7769,1.8314,0.3175866901521083,0.5668,0.415,-6.9708,0.0,0.7872,1.8462,0.31758411104172657,0.5683,0.4217,-6.971,0.0,0.0
4.3300004,4.355,4331.0,4356.0,25.0,0.02499960000000012,0.7872,1.8462,0.31758411104172657,0.5683,0.4217,-6.971,0.0,0.7978,1.8577,0.32455524024704774,0.5679,0.4149,6.9719,0.0,0.0
4.355,4.38,4356.0,4381.0,25.0,0.024999999999999467,0.7978,1.8577,0.32455524024704774,0.5679,0.4149,6.9719,0.0,0.8071,1.875,0.3175905645035746,0.5657,0.4221,-6.9702,0.0,0.0
4.38,4.40400028,4381.0,4405.0,24.0,0.024000280000000096,0.8071,1.875,0.3175905645035746,0.5657,0.4221,-6.9702,0.0,0.8169,1.8888,0.3175905645035746,0.5694,0.4216,-6.9714,0.0,0.0
4.40400028,4.42900038,4405.0,4430.0,25.0,0.025000099999999748,0.8169,1.8888,0.3175905645035746,0.5694,0.4216,-6.9714,0.0,0.8278,1.9004,0.324561336932081,0.5733,0.4139,6.9725,0.0,0.0
4.42900038,4.454,4430.0,4455.0,25.0,0.02499962,0.8278,1.9004,0.324561336932081,0.5733,0.4139,6.9725,0.0,0.837,1.9176,0.3175969602190878,0.5656,0.4244,-6.9754,0.0,0.0
4.454,4.479,4455.0,4480.0,25.0,0.025000000000000355,0.837,1.9176,0.3175969602190878,0.5656,0.4244,-6.9754,0.0,0.848,1.9293,0.3245274819119528,0.5741,0.419,6.9719,0.0,0.0
4.479,4.504,4480.0,4505.0,25.0,0.024999999999999467,0.848,1.9293,0.3245274819119528,0.5741,0.419,6.9719,0.0,0.8571,1.9464,0.3175930993512064,0.5648,0.4122,-6.972,0.0,0.0
4.504,4.53,4505.0,4531.0,26.0,0.02600000000000069,0.8571,1.9464,0.3175930993512064,0.5648,0.4122,-6.972,0.0,0.8673,1.961,0.31759813669093173,0.5622,0.4182,-6.9698,0.0,0.0
4.53,4.552,4531.0,4553.0,22.0,0.021999999999999353,0.8673,1.961,0.31759813669093173,0.5622,0.4182,-6.9698,0.0,0.8764,1.9736,0.3175994176255523,0.5717,0.4119,-6.9714,0.0,0.0
4.552,4.579,4553.0,4580.0,27.0,0.027000000000000135,0.8764,1.9736,0.3175994176255523,0.5717,0.4119,-6.9714,0.0,0.8884,1.9858,0.32473599656839625,0.5766,0.3972,6.9728,0.0,0.0
4.579,4.604,4580.0,4605.0,25.0,0.025000000000000355,0.8884,1.9858,0.32473599656839625,0.5766,0.3972,6.9728,0.0,0.8984,2.0026,0.31760827204862885,0.5787,0.3925,-6.9719,0.0,0.0
4.604,4.629,4605.0,4630.0,25.0,0.024999999999999467,0.8984,2.0026,0.31760827204862885,0.5787,0.3925,-6.9719,0.0,0.9095,2.0135,0.3247345511475279,0.5756,0.3827,6.9736,0.0,0.0
4.629,4.655,4630.0,4656.0,26.0,0.02600000000000069,0.9095,2.0135,0.3247345511475279,0.5756,0.3827,6.9736,0.0,0.9204,2.0276,0.3247419047583566,0.5734,0.3798,6.9732,0.0,0.0
4.655,4.67900038,4656.0,4680.0,24.0,0.024000379999999488,0.9204,2.0276,0.3247419047583566,0.5734,0.3798,6.9732,0.0,0.9306,2.0406,0.3247419047583566,0.5744,0.3806,6.9724,0.0,0.0
4.67900038,4.7050004,4680.0,4706.0,26.0,0.026000020000000568,0.9306,2.0406,0.3247419047583566,0.5744,0.3806,6.9724,0.0,0.9417,2.0546,0.3247419047583566,0.5758,0.3756,6.9731,0.0,0.0
4.7050004,4.728,4706.0,4729.0,23.0,0.022999599999999454,0.9417,2.0546,0.3247419047583566,0.5758,0.3756,6.9731,0.0,0.9506,2.0698,0.3176118809804218,0.5683,0.3751,-6.9699,0.0,0.0
4.728,4.754,4729.0,4755.0,26.0,0.0259999999999998,0.9506,2.0698,0.3176118809804218,0.5683,0.3751,-6.9699,0.0,0.9617,2.0836,0.3176118809804218,0.5766,0.3692,-6.9723,0.0,0.0
4.754,4.78,4755.0,4781.0,26.0,0.02600000000000069,0.9617,2.0836,0.3176118809804218,0.5766,0.3692,-6.9723,0.0,0.9728,2.0971,0.3175788729476601,0.5748,0.3567,-6.9725,0.0,0.0
4.78,4.80500031,4781.0,4806.0,25.0,0.02500030999999936,0.9728,2.0971,0.3175788729476601,0.5748,0.3567,-6.9725,0.0,0.9844,2.1071,0.32474629792709786,0.5781,0.3434,6.9746,0.0,0.0
4.80500031,4.828,4806.0,4829.0,23.0,0.022999690000000683,0.9844,2.1071,0.32474629792709786,0.5781,0.3434,6.9746,0.0,0.9934,2.1215,0.3175850108536298,0.5773,0.3427,-6.976,0.0,0.0
4.828,4.852,4829.0,4853.0,24.0,0.02400000000000002,0.9934,2.1215,0.3175850108536298,0.5773,0.3427,-6.976,0.0,1.004,2.1336,0.3175837170521145,0.5733,0.3462,-6.9708,0.0,0.0
4.852,4.88,4853.0,4881.0,28.0,0.02799999999999958,1.004,2.1336,0.3175837170521145,0.5733,0.3462,-6.9708,0.0,1.0165,2.1478,0.3175850108536298,0.5766,0.3324,-6.9732,0.0,0.0
4.88,4.90300035,4881.0,4904.0,23.0,0.023000350000000225,1.0165,2.1478,0.3175850108536298,0.5766,0.3324,-6.9732,0.0,1.0274,2.1563,0.32474340141849467,0.5767,0.3209,6.9742,0.0,0.0
4.90300035,4.92900038,4904.0,4930.0,26.0,0.02600002999999962,1.0274,2.1563,0.32474340141849467,0.5767,0.3209,6.9742,0.0,1.0393,2.169,0.3247448464571807,0.5827,0.3114,6.9735,0.0,0.0
4.92900038,4.952,4930.0,4953.0,23.0,0.02299962000000022,1.0393,2.169,0.3247448464571807,0.5827,0.3114,6.9735,0.0,1.0488,2.183,0.3175850108536298,0.5779,0.3143,-6.9731,0.0,0.0
4.952,4.978,4953.0,4979.0,26.0,0.0259999999999998,1.0488,2.183,0.3175850108536298,0.5779,0.3143,-6.9731,0.0,1.0603,2.1952,0.31778047185367075,0.5729,0.3025,-6.971,0.0,0.0
4.978,5.005,4979.0,5006.0,27.0,0.027000000000000135,1.0603,2.1952,0.31778047185367075,0.5729,0.3025,-6.971,0.0,1.0734,2.205,0.32474196281078926,0.5797,0.2972,6.9739,0.0,0.0
5.005,5.02800035,5006.0,5029.0,23.0,0.023000350000000225,1.0734,2.205,0.32474196281078926,0.5797,0.2972,6.9739,0.0,1.0835,2.2188,0.3175850108536298,0.5826,0.3024,-6.9712,0.0,0.0
5.02800035,5.05500031,5029.0,5056.0,27.0,0.02699995999999949,1.0835,2.2188,0.3175850108536298,0.5826,0.3024,-6.9712,0.0,1.0962,2.2283,0.32474196281078926,0.5804,0.2894,6.9711,0.0,0.0
5.05500031,5.077,5056.0,5078.0,22.0,0.02199969000000035,1.0962,2.2283,0.32474196281078926,0.5804,0.2894,6.9711,0.0,1.1065,2.2384,0.32474340141849467,0.5843,0.2862,6.9736,0.0,0.0
5.077,5.103,5078.0,5104.0,26.0,0.0259999999999998,1.1065,2.2384,0.32474340141849467,0.5843,0.2862,6.9736,0.0,1.1183,2.2501,0.32474917665773706,0.5805,0.2778,6.9739,0.0,0.0
5.103,5.12800026,5104.0,5129.0,25.0,0.02500026000000055,1.1183,2.2501,0.32474917665773706,0.5805,0.2778,6.9739,0.0,1.1292,2.2642,0.31778047185367075,0.5828,0.2788,-6.9728,0.0,0.1
5.12800026,5.15400028,5129.0,5155.0,26.0,0.02600001999999968,1.1292,2.2642,0.31778047185367075,0.5828,0.2788,-6.9728,0.1,1.1415,2.2758,0.31778047185367075,0.5879,0.2708,-6.971,0.0,0.1
5.15400028,5.177,5155.0,5178.0,23.0,0.022999719999999613,1.1415,2.2758,0.31778047185367075,0.5879,0.2708,-6.971,0.1,1.1532,2.2829,0.32474917665773706,0.5918,0.2648,6.9736,0.0,0.1
5.177,5.2050004,5178.0,5206.0,28.0,0.028000400000000703,1.1532,2.2829,0.32474917665773706,0.5918,0.2648,6.9736,0.1,1.1666,2.295,0.32474917665773706,0.5933,0.2594,6.9727,0.0,0.1
5.2050004,5.228,5206.0,5229.0,23.0,0.022999599999999454,1.1666,2.295,0.32474917665773706,0.5933,0.2594,6.9727,0.1,1.177,2.3079,0.31778047185367075,0.6006,0.2651,-6.9764,0.0,0.1
5.228,5.25300026,5229.0,5254.0,25.0,0.02500026000000055,1.177,2.3079,0.31778047185367075,0.6006,0.2651,-6.9764,0.1,1.1902,2.3161,0.3247477318113736,0.6151,0.2605,6.9755,0.0,0.1
5.25300026,5.275,5254.0,5276.0,22.0,0.021999740000000045,1.1902,2.3161,0.3247477318113736,0.6151,0.2605,6.9755,0.1,1.2011,2.3257,0.3247462933957106,0.6208,0.2514,6.9743,0.0,0.1
5.275,5.302,5276.0,5303.0,27.0,0.026999999999999247,1.2011,2.3257,0.3247462933957106,0.6208,0.2514,6.9743,0.1,1.2142,2.3404,0.3177852456118573,0.6271,0.2572,-6.9725,0.0,0.1
5.302,5.326,5303.0,5327.0,24.0,0.02400000000000002,1.2142,2.3404,0.3177852456118573,0.6271,0.2572,-6.9725,0.1,1.2268,2.351,0.3177779123639195,0.6354,0.2456,-6.9767,0.0,0.1
5.326,5.352,5327.0,5353.0,26.0,0.02600000000000069,1.2268,2.351,0.3177779123639195,0.6354,0.2456,-6.9767,0.1,1.2409,2.3623,0.3177779123639195,0.6493,0.2436,-6.9713,0.0,0.1
5.352,5.379,5353.0,5380.0,27.0,0.026999999999999247,1.2409,2.3623,0.3177779123639195,0.6493,0.2436,-6.9713,0.1,1.2564,2.3711,0.3247462933957106,0.6602,0.2341,6.9754,0.0,0.1
5.379,5.40400028,5380.0,5405.0,25.0,0.02500028000000043,1.2564,2.3711,0.3247462933957106,0.6602,0.2341,6.9754,0.1,1.2695,2.385,0.3177779123639195,0.6697,0.2504,-6.9766,0.0,0.1
5.40400028,5.42900038,5405.0,5430.0,25.0,0.025000099999999748,1.2695,2.385,0.3177779123639195,0.6697,0.2504,-6.9766,0.1,1.2846,2.3936,0.32473910488732205,0.685,0.252,6.9743,0.0,0.1
5.42900038,5.453,5430.0,5454.0,24.0,0.023999620000000554,1.2846,2.3936,0.32473910488732205,0.685,0.252,6.9743,0.1,1.2984,2.4046,0.32473910488732205,0.696,0.2555,6.974,0.0,0.1
5.453,5.477,5454.0,5478.0,24.0,0.02400000000000002,1.2984,2.4046,0.32473910488732205,0.696,0.2555,6.974,0.1,1.3123,2.4158,0.32473768557106375,0.7005,0.2524,6.9734,0.0,0.1
5.477,5.50300026,5478.0,5504.0,26.0,0.026000259999999997,1.3123,2.4158,0.32473768557106375,0.7005,0.2524,6.9734,0.1,1.3278,2.4278,0.32473910488732205,0.7093,0.2512,6.9736,0.0,0.1
5.50300026,5.52900028,5504.0,5530.0,26.0,0.02600001999999968,1.3278,2.4278,0.32473910488732205,0.7093,0.2512,6.9736,0.1,1.3433,2.4401,0.32473910488732205,0.7209,0.2603,6.9716,0.0,0.1
5.52900028,5.552,5530.0,5553.0,23.0,0.022999719999999613,1.3433,2.4401,0.32473910488732205,0.7209,0.2603,6.9716,0.1,1.3565,2.4539,0.3177791889614978,0.7268,0.2663,-6.9726,0.0,0.1
5.552,5.577,5553.0,5578.0,25.0,0.025000000000000355,1.3565,2.4539,0.3177791889614978,0.7268,0.2663,-6.9726,0.1,1.3726,2.4631,0.32473910488732205,0.7351,0.2579,6.9744,0.0,0.1
5.577,5.604,5578.0,5605.0,27.0,0.027000000000000135,1.3726,2.4631,0.32473910488732205,0.7351,0.2579,6.9744,0.1,1.3886,2.479,0.3177791889614978,0.7416,0.2592,-6.9765,0.0,0.1
5.604,5.62700033,5605.0,5628.0,23.0,0.023000330000000346,1.3886,2.479,0.3177791889614978,0.7416,0.2592,-6.9765,0.1,1.404,2.487,0.32473910488732205,0.7481,0.2443,6.975,0.0,0.1
5.62700033,5.65400028,5628.0,5655.0,27.0,0.02699994999999955,1.404,2.487,0.32473910488732205,0.7481,0.2443,6.975,0.1,1.4205,2.5027,0.3177791889614978,0.7555,0.2409,-6.9759,0.0,0.1
5.65400028,5.67800045,5655.0,5679.0,24.0,0.024000169999999876,1.4205,2.5027,0.3177791889614978,0.7555,0.2409,-6.9759,0.1,1.4358,2.5139,0.3177779123639195,0.7585,0.24,-6.9732,0.0,0.1
5.67800045,5.702,5679.0,5703.0,24.0,0.02399955000000009,1.4358,2.5139,0.3177779123639195,0.7585,0.24,-6.9732,0.1,1.4516,2.5251,0.3177791889614978,0.7683,0.2372,-6.9734,0.0,0.1
